Frame,Object ID,X Center,Y Center,Velocity (m/s)
19.0,6,1182.6206240610481,683.3011032799423,0.2690927047037752
19.0,7,1070.096136504444,720.572594969844,0.047356292327771624
19.0,8,917.0965801265518,221.24954189422417,0.2533992666816857
19.0,9,562.7371756269808,305.4446062628856,0.7521345459738188
20.0,1,831.2425483323564,639.3626756069286,0.08132053891384064
20.0,2,1012.4070894024899,319.2200327092983,0.2655625060746942
20.0,3,1253.1049992325086,820.510989481658,0.15333253052337567
20.0,4,1131.853949485409,703.7754746600763,0.15120521191562897
20.0,5,1196.1479331505543,321.93305460482463,0.14653338319483722
20.0,6,1182.4716863051144,682.416579159538,0.26909270470371927
20.0,7,1070.1444870356909,719.8996295462359,0.20241003229075039
20.0,8,917.4599104414126,220.85610795076963,0.16066090594888194
20.0,9,561.6695706595307,301.42966332626304,1.2463383343127057
21.0,1,831.3701468792403,639.3324925550654,0.03933594438679642
21.0,2,1012.8282975447346,318.92712779687827,0.15391186703167045
21.0,3,1252.9955803331882,820.5953659039458,0.04145200664613524
21.0,4,1131.6258728914604,704.0972971810927,0.11833418819871819
21.0,5,1196.484020899337,321.3184371077417,0.21015201125426475
21.0,6,1182.3227485491811,681.5320550391335,0.26909270470373026
21.0,7,1070.0282352072425,719.9564031298496,0.03881231076932206
21.0,8,917.6931044938135,220.70071758935447,0.08406727511124655
21.0,9,560.4180147923173,299.05789756391647,0.80451839184546
22.0,1,831.5293396515447,639.307121555272,0.048360545640022005
22.0,2,1013.7637118666808,318.97242141533184,0.28095307775803813
22.0,3,1253.1863623850386,820.6699861936205,0.0614567986844878
22.0,4,1131.6971260745652,704.3766271191923,0.08648237241147921
22.0,5,1196.5392397176165,320.9436363687304,0.11365396634964141
22.0,6,1182.1738107932476,680.647530918729,0.2690927047037752
22.0,7,1069.9740726428408,719.9533328371969,0.016274855057972295
22.0,8,917.0227404258338,220.69620900713647,0.201113768762034
22.0,9,559.6605644477993,297.41264091839537,0.5433728378045439
23.0,1,831.2414174327134,639.5126288211554,0.1061221920169433
23.0,2,1014.7990336004592,319.08256931167585,0.3123493695131693
23.0,3,1252.987821027124,820.4493447835059,0.08904559079141364
23.0,4,1132.0904508692624,704.6253919323449,0.13961715286733944
23.0,5,1197.5658517848885,320.1158350681001,0.39563475542402965
23.0,6,1182.0248730373141,679.7630067983247,0.26909270470370794
23.0,7,1069.9865579059306,719.724171890991,0.06885024252270197
23.0,8,916.967747072287,220.64008825736465,0.023572074029132934
23.0,9,557.9162103761437,295.92452927566075,0.6878606435673907
24.0,1,831.1244105383643,639.6724264843704,0.05941659351121725
24.0,2,1015.5284531846916,319.22562532232723,0.222994653936066
24.0,3,1252.9790305576057,820.4679942027128,0.00618519095902676
24.0,4,1132.3282971538745,704.8663563736038,0.10157324714189389
24.0,5,1197.7152591038337,319.8536289434967,0.0905357050342741
24.0,6,1181.8759352813804,678.8784826779203,0.2690927047037529
24.0,7,1069.8280826120433,719.7320312573538,0.04760101844608761
24.0,8,917.9839908720816,220.41244216565218,0.31242867719265927
24.0,9,555.714898676556,294.9366410160749,0.7238457550440062
25.0,1,831.4509256549212,639.5520139002622,0.1044031515695892
25.0,2,1015.8223190763899,319.4573860675516,0.11227786282147582
25.0,3,1253.1297861340113,820.4529043447216,0.04545267084387384
25.0,4,1132.4783015003604,704.8477867750445,0.04534481288945925
25.0,5,1198.1175456381013,318.87537097076006,0.3173233059811832
25.0,6,1181.7269975254471,677.9939585575157,0.2690927047037639
25.0,7,1069.852995382561,719.6701616786967,0.020009102449306197
25.0,8,918.8576466043877,220.2360176919558,0.26738734827201005
25.0,9,554.3469434541915,293.6842439545767,0.5564009256857088
26.0,1,831.7642524272851,639.334068976336,0.11450165524159882
26.0,2,1015.4740947742182,319.50273198393177,0.1053493118533807
26.0,3,1253.0409052948871,820.37746035184,0.03497490480729667
26.0,4,1132.5619736955236,705.2858751260948,0.13380216575692955
26.0,5,1198.3782644638407,317.85645512476253,0.3155229669275718
26.0,6,1181.5780597695139,677.1094344371114,0.2690927047036966
26.0,7,1069.7572039131785,719.3211200245094,0.10858428697000341
26.0,8,917.5355238725965,220.30475238281394,0.39717246607509316
26.0,9,553.036906010394,291.3803268177465,0.7950980473990836
27.0,1,831.672604135947,639.2193377528044,0.04405269192955558
27.0,2,1015.4442422941015,319.66488218606924,0.04946258460705941
27.0,3,1253.0110803637813,820.3743295448703,0.008996641712189902
27.0,4,1132.6533389006772,705.5471731065132,0.0830432488256432
27.0,5,1198.6632257280562,317.2433748142623,0.2028209432735493
27.0,6,1181.4291220135801,676.2249103167071,0.26909270470371927
27.0,7,1069.412766972639,721.0231195366964,0.5209505956368475
27.0,8,917.2798704726404,219.8468332966013,0.15733521391737862
27.0,9,553.0762421855754,290.2360887757452,0.34347419528936507
28.0,1,831.8599514841201,638.9618614106189,0.09552684758090213
28.0,2,1015.588715771105,319.7491400499339,0.05017447145954316
28.0,3,1252.9906107774286,820.3690719401097,0.006340202961579155
28.0,4,1133.1739039043262,705.2617044960307,0.178110141635832
28.0,5,1198.571869393421,317.14702751156585,0.03983202775831671
28.0,6,1181.2801842576466,675.3403861963025,0.26909270470380886
28.0,7,1067.2478860973179,723.2490790874047,0.9315280249755499
28.0,8,916.9577713334859,219.66550499112554,0.11088959772209964
28.0,9,552.2631574179775,289.5886045449089,0.3118186013747998
29.0,1,832.1573730497053,638.5886524001883,0.14316776796038083
29.0,2,1015.6895287741964,319.7455378823663,0.03026320122386429
29.0,3,1253.0148299643586,820.3383664495163,0.011732248511327219
29.0,4,1133.3565500404497,704.8188857780967,0.1437022008162016
29.0,5,1199.2399926757146,316.5652319492507,0.2657794794571675
29.0,6,1181.1312465017131,674.4558620758982,0.26909270470370794
29.0,7,1064.0934447727568,726.0222964131601,1.2600440851562256
29.0,8,915.6344679386275,220.90564937573674,0.544075451805517
29.0,9,550.9311599170651,289.1373892816748,0.42190417165406563
30.0,1,831.8738903736978,638.5286011789276,0.08693199588995928
30.0,2,1015.8234089859802,319.83491892188215,0.048292435431422545
30.0,3,1253.3007264088542,820.1869697308591,0.09705254713600811
30.0,4,1133.7986682213868,704.4401222818735,0.17465315479192087
30.0,5,1199.0919215751223,315.60036457135413,0.29284888543131055
30.0,6,1180.9823087457796,673.5713379554938,0.26909270470370794
30.0,7,1063.3542250693617,726.7247374160931,0.3059219212871386
30.0,8,915.4515507050328,220.923057467484,0.05512311711414696
30.0,9,550.0923424455549,289.019144124611,0.2541332329530767
31.0,1,831.630114082973,637.7270162243581,0.2513501118719859
31.0,2,1015.3945439356118,319.74645360343595,0.1313682646592415
31.0,3,1253.182131281726,819.8294739209318,0.11299612934286848
31.0,4,1133.9095654427902,704.3542041793514,0.042085748954221625
31.0,5,1196.7655569419294,316.8685093973163,0.7948677459531892
31.0,6,1180.8333709898461,672.6868138350892,0.26909270470380886
31.0,7,1062.6150053659667,727.4271784190262,0.3059219212871386
31.0,8,915.2686334714381,220.94046555923123,0.05512311711414616
31.0,9,547.7131122739729,287.7933876880382,0.8029254975431462
31.0,10,929.0637533245417,229.84097678044805,0
32.0,1,829.6522157275608,638.5375345133917,0.6412581088048976
32.0,2,1015.6909378218537,319.85468281980866,0.09466076757053832
32.0,3,1253.0149576411595,819.840642924612,0.050263899042070674
32.0,4,1133.9396616488025,704.0353268715926,0.09608832765631631
32.0,5,1196.549845970341,316.33179001540896,0.17353357783458934
32.0,6,1180.6844332339126,671.8022897146849,0.26909270470370794
32.0,7,1061.8757856625712,728.129619421959,0.3059219212871905
32.0,8,915.0857162378434,220.95787365097846,0.05512311711414616
32.0,9,545.5063208856845,286.914082313665,0.7126566884231664
32.0,10,932.2741861819732,233.35702037081325,1.4283731128553652
32.0,11,1057.2309504577643,721.6255230463923,0
33.0,1,826.4988944631291,636.3604742886969,1.1495531130312828
33.0,2,1015.9698732495965,319.7881665324262,0.08602700180959531
33.0,3,1252.8881887801197,820.040384449379,0.07097204996406918
33.0,4,1134.0301661783178,703.9934964868085,0.029911144843656114
33.0,5,1195.9159546062601,315.26562932475645,0.3721108963432935
33.0,6,1180.535495477979,670.9177655942806,0.26909270470370794
33.0,7,1061.1365659591759,728.8320604248919,0.3059219212871645
33.0,8,914.9027990042487,220.97528174272566,0.05512311711414535
33.0,9,544.7599443096767,286.0675361448082,0.33857740153433485
33.0,10,934.6830227593191,237.26024307034882,1.3760042510354584
33.0,11,1054.383956022341,719.0704403827608,1.1476254728782194
34.0,1,822.0948170626382,634.8060887717885,1.4010999563278967
34.0,2,1016.2005976825269,319.83432473335006,0.07058888660208773
34.0,3,1253.089953233214,819.6238767209445,0.1388412129521517
34.0,4,1134.197809365899,703.423870023476,0.17813497451763283
34.0,5,1196.7476493913957,313.95378316615256,0.46598185624753274
34.0,6,1180.3865577220456,670.0332414738759,0.26909270470380886
34.0,7,1060.3973462557806,729.5345014278248,0.3059219212871645
34.0,8,914.719881770654,220.9926898344729,0.05512311711414696
34.0,9,544.1217638272865,285.8759188161507,0.19989806799243387
34.0,10,936.7367876670614,241.98836139407507,1.5464717217423287
34.0,11,1050.4093430217954,716.3906845285208,1.438081219827158
35.0,1,817.628635196594,632.1648020834627,1.5566264242732648
35.0,2,1016.124389646566,319.86901440492187,0.025119582506288887
35.0,3,1253.1642587452448,819.4740299418363,0.05017751458027777
35.0,4,1134.7325740617555,702.5424694493493,0.3092824318975742
35.0,5,1196.9053053315984,312.41664604048464,0.4635602813797839
35.0,6,1180.237619966112,669.1487173534716,0.26909270470370794
35.0,7,1059.6581265523855,730.2369424307577,0.3059219212871151
35.0,8,914.5369645370592,221.01009792622017,0.05512311711414696
35.0,9,543.0283803597706,285.3030444792628,0.3703113786547278
35.0,10,937.1050765288676,245.68195304255264,1.113572195966221
35.0,11,1045.047788211854,714.2433991855763,1.7326682859574576
36.0,1,811.080978377373,627.5932529055077,2.395699992442252
36.0,2,1016.0018301477093,320.0461438181179,0.0646189552695402
36.0,3,1253.3179838278465,819.171236855847,0.1018742109414586
36.0,4,1134.7754227290284,701.2727405285923,0.38113551217963537
36.0,5,1195.9193118025357,309.9192336165885,0.8055015114166948
36.0,6,1180.0886822101784,668.2641932330673,0.26909270470371927
36.0,7,1058.91890684899,730.9393834336906,0.30592192128721396
36.0,8,914.3540473034645,221.02750601796737,0.05512311711414535
36.0,9,541.4285583835066,284.83846718320405,0.4997735665054243
36.0,10,937.9089497064463,249.63701579207356,1.2107790919259624
36.0,11,1041.2162691658637,712.600259817069,1.2506958329550977
36.0,12,715.5890664215788,393.5012961312785,0
37.0,1,806.416636093754,624.2335279494052,1.724513167461231
37.0,2,1016.1791462885428,320.15976488145907,0.06317886027097702
37.0,3,1253.5255006442105,819.2132771306765,0.06351972323886375
37.0,4,1134.9481127017282,700.49463874193,0.2391103919469698
37.0,5,1196.203963112548,306.1602550417375,1.1309222636871354
37.0,6,1179.939744454245,667.3796691126627,0.26909270470379754
37.0,7,1058.179687145595,731.6418244366234,0.3059219212870916
37.0,8,914.1711300698698,221.0449141097146,0.05512311711414616
37.0,9,540.5373085990366,284.61261632740917,0.27582626935137955
37.0,10,939.7070408189991,252.4638349945821,1.0050688835816781
37.0,11,1037.318099707951,710.4477930226093,1.3358875170263829
37.0,12,715.1614889796772,393.9920015702734,0.19525697606335107
38.0,1,801.2854516830589,620.7987307706255,1.852409150385588
38.0,2,1015.7326472577822,320.2848186351397,0.13910422107247347
38.0,3,1253.5032983270753,818.9510764912247,0.07894169138900622
38.0,4,1134.854137158603,699.5165603386433,0.29477481051020804
38.0,5,1191.8201189504161,300.49939347050446,2.147954818655861
38.0,6,1179.7908066983116,666.4951449922584,0.26909270470370794
38.0,7,1057.4404674421994,732.3442654395565,0.30592192128723744
38.0,8,913.9882128362751,221.06232220146182,0.05512311711414616
38.0,9,539.3234369790803,283.7198135253957,0.4520534302177808
38.0,10,942.1609345406838,256.0341187204975,1.2996795086779613
38.0,11,1033.559894928293,707.1509723948845,1.499793868353637
38.0,12,715.00644520228,394.7805705097252,0.2410998943715979
39.0,1,796.6518905773269,614.201931645978,2.418447487342921
39.0,2,1015.5465681412918,320.3857619622735,0.06350865578645551
39.0,3,1253.4617953358265,819.3952094157677,0.13382036379082776
39.0,4,1135.0576304060007,698.8792088905694,0.20071465643757813
39.0,5,1188.891756088895,295.76893296973367,1.6690508991124426
39.0,6,1179.641868942378,665.610620871854,0.26909270470370794
39.0,7,1056.701247738804,733.0467064424895,0.30592192128718804
39.0,8,913.8052956026804,221.07973029320908,0.05512311711414696
39.0,9,538.3075757249875,283.004670449135,0.372701400102214
39.0,10,944.1538676651784,259.9513691817477,1.3185207716750398
39.0,11,1030.6856339593382,704.509998624958,1.1710041295395637
39.0,12,715.0039945423983,395.1754277916972,0.11845946605238436
40.0,1,790.8033175071787,606.5659415707275,2.8855283094706805
40.0,2,1016.701834009812,320.21705410308493,0.35025582248519976
40.0,3,1253.2337223866316,819.0823477004899,0.11615065679406834
40.0,4,1135.2319802310126,697.9383702301323,0.28705708871397057
40.0,5,1187.946009526429,289.0199251806058,2.044484982295351
40.0,6,1179.4929311864446,664.7260967514495,0.2690927047037752
40.0,7,1055.9620280354088,733.7491474454223,0.3059219212871411
40.0,8,913.6223783690857,221.09713838495628,0.05512311711414535
40.0,9,537.5805427275757,282.891264124469,0.22074740687488745
40.0,10,945.5016594427595,263.22621198191166,1.0624040774277523
40.0,11,1028.3945690476971,702.6093856025606,0.8930384908409013
40.0,12,714.9456592608232,396.5236010379533,0.40483042083043963
41.0,1,785.9278910070341,600.9787347288973,2.224589792895233
41.0,2,1018.5371490905943,320.00331104693487,0.554315865352893
41.0,3,1253.4054666376414,819.0241278903184,0.054403189838653165
41.0,4,1135.5706012711819,697.1693868624827,0.2520713521426522
41.0,5,1188.6015808184502,283.94583235708916,1.5348802080464463
41.0,6,1179.343993430511,663.8415726310451,0.2690927047037416
41.0,7,1055.2228083320133,734.4515884483552,0.30592192128721396
41.0,8,913.439461135491,221.1145464767035,0.05512311711414616
41.0,9,536.0763366372985,282.18007777287903,0.49915726878844036
41.0,10,947.4271830805847,266.5843433395005,1.1613018016510688
41.0,11,1026.2528129293758,701.2403085298774,0.7625839082476303
41.0,12,714.9988744346846,397.1842811837554,0.1988459450950754
42.0,1,781.2615347573862,590.5051860337619,3.439812387706623
42.0,2,1021.2339116781912,319.8254684240587,0.8107860881352484
42.0,3,1253.29821871908,819.0027761251254,0.03280581125554296
42.0,4,1135.6942146300971,696.3623091472014,0.24494677603624165
42.0,5,1188.600801080363,278.7583186233807,1.5562541376929626
42.0,6,1179.1950556745776,662.9570485106408,0.26909270470370794
42.0,7,1054.4835886286182,735.1540294512881,0.3059219212871151
42.0,8,913.2565439018963,221.13195456845074,0.05512311711414616
42.0,9,534.3572336238032,281.66902808856685,0.5380370113440032
42.0,10,948.5741025981317,269.99431064066226,1.079303999679915
42.0,11,1024.5004544686806,699.439572803118,0.7537949588023193
42.0,12,714.8454407766541,397.80851573185555,0.1928443913139796
43.0,1,778.6600284664003,582.9949360088754,2.3844186162776286
43.0,2,1024.773773096243,319.18167167341085,1.0793787010887792
43.0,3,1253.0833700521914,819.0434192496072,0.06559773769599643
43.0,4,1136.0030418557199,695.0303459606778,0.4101890011916334
43.0,5,1189.1644973694574,272.9933885888002,1.7377270967833987
43.0,6,1179.046117918644,662.0725243902363,0.2690927047037752
43.0,7,1053.744368925223,735.856470454221,0.3059219212871645
43.0,8,913.0736266683016,221.14936266019794,0.05512311711414535
43.0,9,533.6483036990587,281.4917414506465,0.21922841311402466
43.0,10,949.492282197079,273.6239451602346,1.123190565729373
43.0,11,1021.3803734214005,697.3665372913102,1.1237946332551827
43.0,12,714.7290934767636,398.4120907589387,0.1844059534720031
44.0,1,778.347376432881,576.12539773989,2.0629948276911985
44.0,2,1027.5520038324041,318.13786602887797,0.8903531109743932
44.0,3,1253.0220604315446,819.0340859437314,0.01860479014713283
44.0,4,1136.3939392997588,693.7052011490275,0.41447902543311116
44.0,5,1190.3162282495955,268.91267424150215,1.2720393957758165
44.0,6,1178.8971801627104,661.1880002698318,0.2690927047037529
44.0,7,1053.0051492218277,736.558911457154,0.3059219212871645
44.0,8,912.8907094347069,221.1667707519452,0.05512311711414696
44.0,9,532.7155045856915,280.99492445168516,0.3170563332784892
44.0,10,949.9379467040465,276.5525728623648,0.8887029516891144
44.0,11,1018.7959925152144,695.8422620285526,0.9001219789796686
44.0,12,715.0136989605571,398.44582590281084,0.08597936217701209
45.0,1,778.1141673369722,571.8091321339314,1.2967683577739066
45.0,2,1030.169599285762,316.86866000237967,0.8727210840598018
45.0,3,1253.0072095818755,819.1378457481997,0.03144515906028781
45.0,4,1136.8370176478493,692.8144562869488,0.29845776060936097
45.0,5,1190.4236326535508,265.8914570132399,0.9069377223218674
45.0,6,1178.748242406777,660.3034761494275,0.2690927047036966
45.0,7,1052.2659295184324,737.2613524600868,0.3059219212871411
45.0,8,912.7077922011122,221.18417884369242,0.05512311711414616
45.0,9,532.1577664728252,280.8068952087285,0.17657409744226127
45.0,10,951.4505319860441,279.05208129732756,0.8764651154831724
45.0,11,1015.9344106217779,694.335464141252,0.9702155289117445
45.0,12,714.7124731739825,398.40559826284436,0.09117001358082909
46.0,1,777.8756433131821,567.250642425869,1.3694177564056793
46.0,2,1031.048659833526,316.52767327032666,0.28286347559632624
46.0,3,1253.3175002967473,819.3405805715176,0.11119512700172755
46.0,4,1136.9397467354586,691.974560539533,0.2538464730445331
46.0,5,1189.8917335755125,262.73254076898195,0.9610151726538667
46.0,6,1178.5993046508436,659.418952029023,0.2690927047037752
46.0,7,1051.526709815037,737.9637934630198,0.30592192128718804
46.0,8,912.5248749675175,221.20158693543965,0.05512311711414616
46.0,9,531.5854019307722,280.44958612247063,0.2024213074035995
46.0,10,952.1973023902012,281.16699421418497,0.6728648017375986
46.0,11,1014.8495487313917,693.6958375015422,0.3778151404450402
46.0,12,714.583426113895,397.87007707688383,0.1652550985285536
47.0,1,774.9523572001606,562.0346852952903,1.7937845310392753
47.0,2,1032.4561256341633,315.3189152886889,0.5565833499416646
47.0,3,1252.769214468486,819.1888691629168,0.1706664380815856
47.0,4,1137.278585212462,690.9048791436021,0.33661949172154937
47.0,5,1189.8263815546293,259.56248968234,0.9512173936959891
47.0,7,1050.787490111642,738.6662344659528,0.3059219212871386
47.0,8,912.3419577339228,221.2189950271869,0.05512311711414696
47.0,9,531.6802784984204,280.7002342519544,0.0804011462058705
47.0,10,953.5655349962387,283.1160158265393,0.7143998277353947
47.0,11,1014.1724286003845,692.7331613591871,0.353088278506587
