Frame,Object ID,X Center,Y Center,Velocity (px/s)
12.0,5,1538.6796344727322,390.2647211918602,36.35905362787081
12.0,7,1805.727572179057,372.40595498732966,118.57866521627462
12.0,8,1062.1820609595993,466.3896381025026,82.47173252472321
12.0,9,1767.8293091323612,430.0705586371929,90.85709529318773
13.0,1,968.3555910241921,452.41509508549194,7.319562523854145
13.0,2,1295.0739037299818,454.78825993282067,115.87609474781294
13.0,3,1476.4584894251548,437.323911550121,65.84622099396157
13.0,4,1292.73887917555,372.5240951109788,23.250705865987886
13.0,5,1538.8499982438316,389.5888612213201,20.910032588532538
13.0,7,1809.3206285672807,375.3971240403978,140.2548817748906
13.0,8,1061.2948558365078,467.5270368238341,43.2750263264355
13.0,9,1768.4954785661216,429.61315642809933,24.242496691229725
14.0,1,968.8709858159255,452.2272132007309,16.457164232348767
14.0,2,1297.8735403737674,454.36299089370016,84.95255842866197
14.0,3,1479.8191223239357,436.5750981056284,103.29142050296207
14.0,4,1293.1888921514942,372.58473276944835,13.622398604084275
14.0,5,1539.262036896379,389.21451539500714,16.700885724532263
14.0,7,1812.240874838844,380.21504396181626,169.01529987016863
14.0,8,1060.18785480848,466.8921299355709,38.284490718001464
14.0,9,1768.3258387883625,428.50890703604796,33.516114581490385
15.0,1,968.9326701183982,452.20996453205146,1.921515747653941
15.0,2,1300.8477793565346,452.7569325834853,101.40497394201267
15.0,3,1482.9620072380767,436.6354906149489,94.30395301812705
15.0,4,1293.6077963122298,372.39315119401476,13.819036736852
15.0,5,1539.4050235936563,389.0515355612224,6.50437234765269
15.0,7,1814.7101162248737,382.2766258621575,96.5015318990654
15.0,8,1060.374241540263,468.00476390892817,33.8441270416031
15.0,9,1768.240149196311,427.7740372108132,22.195466420056114
15.0,14,1396.3300373155457,367.2109470548505,0
16.0,1,969.2441309084851,451.75740273770833,16.481444151365427
16.0,2,1307.4178603059295,451.56520254835567,200.3186604947438
16.0,3,1485.5747961311033,437.0443059678892,79.33735698326919
16.0,4,1293.8944748541128,372.3529181188038,8.684639200645824
16.0,5,1540.1760013211829,388.7386261497227,24.961711891062073
16.0,7,1818.68748887231,384.9120678368174,143.138194834701
16.0,8,1057.9267478741315,468.63957505751955,75.85439602367794
16.0,9,1767.8956384501598,426.04180560826575,52.98473913467951
16.0,14,1398.0413170249653,366.9207987040467,52.07108485917017
16.0,15,1774.4710144768087,522.9959454889431,0
17.0,1,968.8210117028717,451.7432691288979,12.700655847286379
17.0,2,1314.3944049235602,450.18466524124904,213.3547568072818
17.0,3,1490.4321206009467,437.4534157820215,146.23568190022314
17.0,4,1294.2386053266853,371.9190300999665,16.613733341400877
17.0,5,1540.7797205881407,388.5050256701028,19.420131916061575
17.0,7,1821.173558479552,388.13255514873424,122.05274497708899
17.0,8,1059.1116242240714,468.4417037784092,36.038541965087745
17.0,9,1768.3971594838322,425.0655262123489,32.92689365088631
17.0,14,1399.8399101809568,367.2715554249362,54.974274494765105
17.0,15,1775.1577535843285,530.2548589893875,218.7397819964564
18.0,1,968.2062139899476,451.8039867369216,18.533660463241688
18.0,2,1321.8185553084982,449.26488856907974,224.42726718996894
18.0,3,1493.8336710046751,437.5788522448473,102.11587295704744
18.0,4,1293.8456471238385,371.8349009781742,12.055889535256668
18.0,5,1540.6115855034159,388.4148562408414,5.723629916395637
18.0,7,1823.4165313797043,388.11197675131757,67.29201892596477
18.0,8,1059.0608751584934,467.70584652388993,22.128154690734934
18.0,9,1768.229886337394,423.3091631535033,52.9293146564099
18.0,14,1400.3893875102071,366.72592379899754,23.23091229216033
18.0,15,1776.1065155924002,536.3598488751428,185.3481744388702
19.0,1,968.6666847215035,451.656811781742,14.502564802357538
19.0,2,1329.0500435349525,448.04763554195125,219.9966231814948
19.0,3,1498.8002373781098,437.8544014069243,149.22613040016955
19.0,4,1295.1350147304731,371.69333567883666,38.913475854949496
19.0,5,1540.8619660512718,388.04484000943205,13.40306633669717
19.0,7,1824.283221044483,387.1284652961171,39.32685064673166
19.0,8,1059.5654104850992,467.82953346808995,15.584252319659418
19.0,9,1767.9855787816487,421.40767640308025,57.51351353765245
19.0,14,1400.4015550382665,366.5412004512088,5.553709351561425
19.0,15,1776.1423010767185,538.7307516253068,71.1351840263357
20.0,1,968.0574725304588,451.93248112225837,20.060403064656093
20.0,2,1335.3693999538953,446.55641531923476,194.7875842348399
20.0,3,1503.2650044734485,437.93840858723127,133.96672041878725
20.0,4,1295.4762806399758,371.31307794886317,15.328161206549133
20.0,5,1541.5680735546453,388.278387401493,22.311857197303965
20.0,7,1821.2846620221833,388.58000527031214,99.94244371742889
20.0,8,1058.5294819393814,468.7278998944739,41.13622696721378
20.0,9,1768.1465722419475,420.64965930081956,23.247751276646394
20.0,14,1400.8416075009582,366.34980406759877,14.396210300701782
20.0,15,1774.5912780929557,542.771769608714,129.85356666084536
21.0,1,967.3594554475428,452.14993817376785,21.933168388637466
21.0,2,1340.4459968466037,445.75040617830655,154.20550597071957
21.0,3,1507.8805798635797,438.6337442206555,140.02972913843982
21.0,4,1295.502131779198,371.4632373999574,4.571053263395804
21.0,5,1539.6220942585906,388.515934975541,58.81273538570262
21.0,7,1819.3575525011627,392.2733310276751,124.97586019071099
21.0,8,1057.1104705271114,468.83632333620324,42.694427362152716
21.0,9,1768.7607911114346,420.98285335157175,20.963176896205358
21.0,14,1401.0967477139554,366.9211236792403,18.771051228981676
21.0,15,1771.000186490115,550.8494366297838,265.1983768105384
22.0,1,967.2201101608382,452.16777895355676,4.21448242554646
22.0,2,1344.8408505335426,445.09896657979334,133.28616294312033
22.0,3,1512.521951776216,439.2084670468248,140.3045815449229
22.0,4,1296.0778805918364,370.97994785853246,22.551051605076566
22.0,5,1538.9039879526717,388.4055651579064,21.796154406696292
22.0,7,1816.4032825935885,402.46308553998176,318.28120732629606
22.0,8,1055.7639625845254,469.0753478465486,41.02675615246249
22.0,9,1768.7245506855315,418.90242274665985,62.422386875954565
22.0,14,1403.2606992691935,367.1520377316107,65.28711105340439
22.0,15,1768.9099996130346,557.9703702256388,222.64078425105896
23.0,1,966.9584809478154,452.52910526226844,13.383044938531206
23.0,2,1347.6486219562844,443.15302006973343,102.48541049408826
23.0,3,1517.4211771617618,439.4543466234559,147.1617461506994
23.0,4,1296.7472945304787,371.0982802202836,20.39376895469631
23.0,5,1538.205340954219,388.4361353215562,20.97946488872485
23.0,7,1810.6572471437328,406.60756845135376,212.54245645114798
23.0,8,1057.82968223421,468.47877698568925,64.50414728377774
23.0,9,1769.8300180701253,414.0850911241743,148.27632275403863
23.0,14,1403.6349614292192,366.6098458725732,19.76460874366629
23.0,15,1771.0514605359408,568.6593482676421,327.04142829324707
24.0,1,966.5193804982868,452.6424604585971,13.604879447457133
24.0,2,1351.2624782661603,441.47983256174246,119.4720154630129
24.0,3,1520.755866540848,439.6319168344247,100.18241358308828
24.0,4,1296.177955048668,371.2943188975874,18.064350187390755
24.0,5,1539.134745466335,388.7412183802382,29.345895417462884
24.0,7,1805.4555848614796,409.64246718792583,180.66851069258362
24.0,8,1056.2322674035875,468.773346726003,48.730431207830044
24.0,9,1770.990000647033,411.3552932109912,88.98101259815685
24.0,14,1405.9994045829421,366.72754465051736,71.0211235236759
24.0,15,1772.3549443920012,575.06649647204,196.15187087691854
25.0,1,966.8279365877186,452.37296166650896,12.290354483747882
25.0,2,1355.4931323996511,440.72967479543024,128.8993947403296
25.0,3,1524.0905559199343,439.80948704539355,100.18241358308828
25.0,4,1295.7740775221534,371.1505526492772,12.86107349792761
25.0,5,1539.2277517757109,388.90541377303396,5.661207515995086
25.0,7,1801.6866800729472,414.34128397933216,180.70741625567544
25.0,8,1053.2020058413552,468.8742405151542,90.9582224046196
25.0,9,1770.4642269395838,410.22642731884673,37.359049432537105
25.0,14,1408.2808964591552,366.0417218345225,71.4702896632497
25.0,15,1771.783643941969,584.8598981602828,294.30153031939267
26.0,1,966.8164380387541,452.3178182928573,1.6898838591391656
26.0,2,1359.7008314263962,440.24485636636734,127.06613241909756
26.0,3,1527.4252452990206,439.9870572563624,100.18241358308828
26.0,4,1295.2487417539724,370.6816847001664,21.124235861455688
26.0,5,1539.7214347887634,388.851070692873,14.899948958442955
26.0,7,1780.9697537891575,409.27130047743844,639.8485685079755
26.0,8,1049.9693439563566,469.048048617529,97.11993053568602
26.0,9,1788.2139683493021,417.01023983729476,570.0579699974296
26.0,14,1407.8938340550917,365.9417362724427,11.993038628197722
26.0,15,1773.0054720282162,594.2443436153485,283.9095143426881
27.0,1,966.0560813689209,452.52563311190744,23.647332575556927
27.0,2,1364.9735192546743,439.50880414011567,159.71446031220157
27.0,4,1295.1096998568828,370.6791422019745,4.171954230212305
27.0,5,1539.251706011927,389.3015895058812,19.525652158030407
27.0,7,1772.3367152634887,405.9055481513481,277.97819809409054
27.0,8,1049.4443866409692,469.01474434226213,15.780380919255423
27.0,9,1788.0958813558502,419.4580523837061,73.51977774961078
27.0,14,1408.7033073253087,366.0047811903483,24.35773949246179
27.0,15,1774.4773037659645,602.9642372929445,265.2970994404952
28.0,1,965.1445956192997,452.7058808976097,27.874109535763903
28.0,2,1368.8011467681722,438.6189538812038,117.8910907525851
28.0,4,1295.4273389893458,370.24613207798643,16.110653225528146
28.0,5,1540.085181038041,389.5004951555001,25.706412992586984
28.0,7,1769.7461401206747,403.0312920145722,116.08266502507541
28.0,8,1047.4673171517172,469.4898954098544,61.00094320687812
28.0,9,1788.5395619849705,424.60522339018627,154.98774042983516
28.0,14,1408.1269119371973,365.8108161230294,18.244689136802577
28.0,15,1775.9669583038715,605.9385466780725,99.79493105709578
29.0,1,965.7675272647182,452.5440708039188,19.30812541795844
29.0,2,1371.9199382378142,438.06732903121974,95.01597331821954
29.0,4,1295.601113695603,370.4127916134146,7.223277950871183
29.0,5,1540.7126144711892,390.08128149138275,25.64930667449405
29.0,7,1770.1316478922445,399.89320084991203,94.85045682385037
29.0,8,1044.9769132222373,469.8216586232913,75.37214807595205
29.0,9,1787.2937514715838,431.2046765689108,201.48037989863488
29.0,14,1405.0891110597554,365.2968691242199,92.42909779779765
29.0,15,1776.3598915021057,609.3703211935887,103.62589223383665
30.0,1,964.8590665304154,452.90607864982064,29.337953705704212
30.0,2,1376.3431669949669,436.6801485021401,139.06940789592664
30.0,4,1295.38017102507,370.04684587018636,12.824147362855372
30.0,5,1541.0040668727563,390.01478092481585,8.968285508370382
30.0,7,1772.5879732601882,397.62557087939274,100.29013908037491
30.0,8,1044.4233150479702,470.2125655499554,20.331041475518997
30.0,9,1783.5147567749132,440.6262173056539,304.5350680864465
30.0,14,1406.3786342139288,365.58916906785095,39.66709341477336
30.0,15,1779.1302485077017,614.130964087369,165.24145614978138
31.0,1,964.7989638016459,452.8881554373247,1.8815476599178083
31.0,2,1379.5135257622294,435.3870328991826,102.7180140393768
31.0,4,1294.8185211537877,370.62825598135385,24.251586870785616
31.0,5,1540.3400870632943,390.1694543462707,20.45271984871472
31.0,7,1772.6903171097952,399.4772161524205,55.634144485294456
31.0,8,1042.2923543409154,471.0519962973072,68.71007031833047
31.0,9,1779.4099714102583,446.05767368942327,204.2424618065657
31.0,14,1408.346578748865,366.2507757748999,62.285441434240745
31.0,15,1780.2884912071254,616.0696232260532,67.74904328545807
32.0,1,963.4364518763786,453.1042804103772,41.38639722693105
32.0,2,1382.0472956941574,435.19684224500406,76.22693944788278
32.0,4,1296.1510078529743,370.8039684487529,40.32066600687227
32.0,5,1541.2759545456247,389.3555817648204,37.20769908215329
32.0,7,1774.0259541545267,402.8159000538154,107.87799987867594
32.0,8,1038.9731274897674,471.8984524830095,102.76370695593747
32.0,9,1776.4341738376338,451.7792808003034,193.47594995776853
32.0,14,1413.2496975256518,364.9057445897497,152.52774949324433
32.0,15,1778.1757932342064,615.2069562802046,68.46107131656825
33.0,1,963.2949766281481,453.0535658254085,4.508713063766063
33.0,2,1383.1850771223185,434.69950444998295,37.25187665826198
33.0,4,1295.5315575922064,371.0179383936932,19.660915202831276
33.0,5,1551.6992436056307,385.86821231136673,329.7363044615965
33.0,7,1775.0780509104547,407.5607733980379,145.8034895772129
33.0,8,1036.9689845167827,471.9925403963012,60.19050948806144
33.0,9,1774.6614620885325,455.6376927496213,127.38471158045891
33.0,14,1416.6799963290914,361.2543369148151,150.29888589243023
33.0,15,1776.3475262339493,614.5574042413137,58.206788847268605
34.0,1,962.9612598672762,453.2122109746176,11.08519931570757
34.0,2,1385.054841318337,434.26757122530563,57.570183370937016
34.0,4,1295.3881216120517,371.3592038388261,11.105511514567992
34.0,5,1557.7424884120333,381.9227600750784,216.51480555622413
34.0,7,1777.236546691402,410.69758784930127,114.23151073245887
34.0,8,1036.559655936593,471.5994671373004,17.02500590753358
34.0,9,1773.1840985513857,459.1902549695122,115.42517581696997
34.0,14,1417.8558270166027,359.203446803974,70.92147239866958
34.0,15,1776.63784302838,611.9221564456362,79.53573603844102
35.0,1,962.5963726719377,453.1922093642165,10.963049610695395
35.0,2,1387.9653437662246,432.09519666595264,108.95509236724904
35.0,4,1296.1370826508453,370.1307143628762,43.163828921163
35.0,5,1561.5938250193822,378.82267687393676,148.3205264465969
35.0,7,1779.1917597258598,412.1088788318932,72.34044665947908
35.0,8,1035.6099111801602,472.3242479795282,35.84117931191166
35.0,9,1772.077602573054,462.45162870255064,103.31893717492216
35.0,14,1420.0152255338476,358.9666994111059,65.17013239113689
35.0,15,1778.026558774813,609.7802129533143,76.58203453697413
36.0,1,962.8290961298266,452.9676142484331,9.7027241791647
36.0,2,1390.2173425665997,431.59039809487047,69.2364656437029
36.0,4,1296.4118469050122,369.6019241248023,17.877445570470783
36.0,5,1564.8951377789733,375.4712151440538,141.13066816662635
36.0,7,1779.1612415515299,403.2611644413786,265.4330106930478
36.0,8,1038.5505052047117,474.04430739233305,102.2014082130277
36.0,9,1770.8465562655133,465.0075581591462,85.1083154489751
36.0,14,1421.808198747934,358.06395539172433,60.22233588847825
36.0,15,1777.6944630892629,606.86322840057,88.07484194012822
37.0,1,962.754334234532,453.01858366944884,2.7144982188306366
37.0,2,1393.4070391049831,430.9599641331863,97.54204164522264
37.0,4,1296.8488779070299,369.5934948970323,13.113368512507087
37.0,5,1567.3788164486755,372.9749540759076,105.64081194883164
37.0,7,1779.4074521218292,401.64875595604514,48.93294076235547
37.0,8,1042.0030956322473,474.13771040348627,103.61560840202904
37.0,9,1770.1023206018913,467.2847846463544,71.87268241372837
37.0,14,1425.828567970659,355.64730459730237,140.72388842798622
37.0,15,1776.7549977249976,604.7135144128497,70.3809552342764
38.0,1,962.8601373458071,453.1328020413663,4.670773100360301
38.0,2,1397.345912852133,429.8944687002449,122.41325999353802
38.0,4,1297.0063591669941,371.15828610897665,47.18087213899658
38.0,5,1571.2904673247183,367.71707429935714,196.600307956611
38.0,7,1778.3637915155641,396.7515301526092,150.21598858915712
38.0,8,1041.4721773661142,474.43673880376366,18.280125014277022
38.0,9,1770.3730745118833,467.7544685237108,16.264057365307618
38.0,14,1435.8320142378345,353.24397359176965,308.6429060065726
38.0,15,1774.6176837975615,598.1828066116657,206.14662182042153
39.0,1,962.2198867567729,453.76603387372774,27.015051975648483
39.0,2,1399.1836889084852,429.19723317549096,58.96780807569578
39.0,4,1295.825891211039,371.82505567294317,40.672811825860045
39.0,5,1574.0481172885413,364.6484886879494,123.76900209568088
39.0,7,1775.223213808086,389.23336594244506,244.43285230289902
39.0,8,1043.269263778926,475.9443226716985,70.37112919779598
39.0,9,1770.8340271241395,467.35723024378575,18.255081637870536
39.0,14,1438.920571510287,352.91662059288467,93.17570182181419
39.0,15,1770.0927978745449,587.4756623420369,348.7202000519365
40.0,1,962.2909186374895,453.3363193839042,13.066371484012048
40.0,2,1400.3098911211844,428.6004347850584,38.23675938727283
40.0,4,1295.6226427730298,372.0363428544563,8.795281721608852
40.0,5,1576.759360404832,361.4329967568249,126.17925675515954
40.0,7,1773.3707055387335,387.19030140897513,82.73638630220586
40.0,8,1044.4958641834019,480.162945191527,131.79981815373702
40.0,9,1770.7281755167949,468.1194418628034,23.085796573838653
40.0,14,1441.6834863594795,351.8483837147562,88.86701099122442
40.0,15,1767.5975242220684,577.0029055287937,322.9775894440172
41.0,1,962.1369870021643,453.60168608101424,9.203422681811462
41.0,2,1402.3875958195122,427.54706957725386,69.88412957903853
41.0,4,1294.4682001305996,372.5570656418025,37.99343406867378
41.0,5,1580.155388326217,359.63426929202024,115.2891301117415
41.0,7,1772.9947006053958,388.68470552445416,46.22943903217394
41.0,8,1045.9211787468998,484.10424065886025,125.73304422134593
41.0,9,1771.3369673535353,467.08134204994997,36.1033357147971
41.0,14,1445.4271432060991,350.1722568218156,123.05255443034319
41.0,15,1767.6467281487242,567.4177740251616,287.5577338057286
42.0,1,962.087237329031,454.22082111535804,18.633917963109397
42.0,2,1404.354851670233,427.07427972856283,60.69813210386977
42.0,4,1294.455678066683,372.5644138083262,0.4355661515670598
42.0,5,1581.8201079539353,358.344731232692,63.17261955016579
42.0,7,1773.1419501602613,388.51751352477424,6.683714277896769
42.0,8,1049.549919623215,486.57710647594365,131.73664306891052
42.0,9,1771.4638502682294,467.49713829213675,13.04174873826842
42.0,14,1450.0412617398217,349.48071714975754,139.9695869292517
42.0,15,1767.1692568207443,559.2845309002989,244.41738959708314
43.0,1,962.2118887557555,454.60385175276156,12.084097096463802
43.0,2,1404.9377372629758,426.72291672051466,20.417894599751023
43.0,4,1293.63524041475,372.9420678484842,27.095506330045552
43.0,5,1584.4722246824788,356.682271854099,93.90284817066356
43.0,7,1771.5159599661883,388.48681247870405,48.78840024950779
43.0,8,1051.5643940257394,491.0147338999618,146.20389818859786
43.0,9,1771.5770663953592,467.60258970380846,4.641562506230851
43.0,14,1454.8136230944353,349.25442902092874,143.3316967548789
43.0,15,1767.4571043506544,551.9551287623224,220.05156829840047
44.0,1,962.4055453344988,454.80145036527273,8.300197223031834
44.0,2,1406.1593198240246,426.18781231624814,40.009256544348496
44.0,4,1293.6127105947219,372.8549367659893,2.6999030527980326
44.0,5,1591.4442194794071,354.77440891880804,216.84968799937843
44.0,7,1771.3413025254822,387.73667198803076,23.106154582868687
44.0,8,1053.05867021735,497.09305774729876,187.77910937302775
44.0,9,1771.5469629567633,468.01300314332633,12.345479639000096
44.0,14,1458.0829561397077,348.6465831501731,99.76078210977447
44.0,15,1768.3517749156945,545.5626408432441,193.64375407939005
45.0,1,962.3442444110044,455.15591416642104,10.791763090023771
45.0,2,1409.1031633666973,424.94415747248047,95.87284785979107
45.0,4,1293.8540775956044,372.7996376682478,7.428621500214054
45.0,5,1596.337858731962,351.8305981873622,171.32528733683213
45.0,7,1773.037983701173,389.040335854634,64.19065227996646
45.0,8,1056.2958781253224,500.9488137301079,151.0355332846089
45.0,9,1772.2699180461161,466.47011253147514,51.11612222404693
45.0,14,1462.2866983552167,348.3251521389009,126.480393178208
45.0,15,1769.4782482491296,538.2480437422439,222.02487614862272
46.0,1,962.1518004820999,455.68066195062465,16.76768954027102
46.0,2,1411.3141464215378,425.1073614200652,66.50994991404573
46.0,4,1295.0641661412376,372.31897018279,39.06174558137516
46.0,5,1601.1406803993455,349.89231643505065,155.37576679788202
46.0,7,1775.9812600481735,392.04002716995035,126.07506207730624
46.0,8,1061.3569892784956,503.37437537043417,168.36975927468987
46.0,9,1772.7300444214823,465.5319007709222,31.349032362301898
46.0,14,1467.163728546831,347.60420931513653,147.90085814676317
46.0,15,1769.8303907322015,532.554391936606,171.1359333717077
47.0,1,962.5311817536727,455.7600370445074,11.627875957120706
47.0,2,1412.55574936968,424.99665834660215,37.39585199161121
47.0,4,1295.6185983552803,372.4284879493964,16.954359293516106
47.0,5,1605.2763929394418,348.63946172833187,129.63944931004667
47.0,7,1779.4214926444315,396.3506057185681,165.4528904738261
47.0,8,1064.115861830016,508.5350759729164,175.55565390380875
47.0,9,1773.0258186587114,463.23457746061433,69.48855382250531
47.0,14,1470.1715903713346,348.7043533939424,96.08222923357918
47.0,15,1770.7003649691821,528.4177885123777,126.81288876179882
47.0,23,960.0997003013144,525.4731491226153,0
48.0,1,962.3677517468705,455.7369201815857,4.95170484048302
48.0,2,1413.4475906932983,424.69039371827927,28.28888601849766
48.0,4,1296.308248063664,372.900515926537,25.071585875837876
48.0,5,1606.9593506128565,348.557028028849,50.54925974516452
48.0,7,1780.361403418405,399.65880138128114,103.17379379107037
48.0,8,1063.046863516073,511.61189324082585,97.71696733826172
48.0,9,1773.66791996937,462.4285607294105,30.915390305104008
48.0,14,1471.4096238842073,348.70277109208905,37.141035720719536
48.0,15,1771.646230931421,525.7010859566359,86.29960414397365
48.0,23,959.5644669521741,525.6816769793015,17.232607015234105
49.0,1,962.5789222685723,456.04414083932494,11.18390672349491
49.0,2,1414.853681931225,424.5031288767361,42.55519499693903
49.0,4,1296.415901998584,372.76057037396106,5.296858941921895
49.0,5,1609.8730082238521,348.1432312102039,88.28683725850797
49.0,7,1781.1258126711273,401.84887106834276,69.58918066661165
49.0,8,1063.2649594237034,512.9623872180449,41.039734729735756
49.0,9,1773.6734200810129,463.5012292932484,32.18047993996902
49.0,14,1474.0098081716303,349.6798985311061,83.33164299698633
49.0,15,1772.8474821401978,524.0550473062274,61.13266667423917
49.0,23,960.1511907832455,525.8020500184135,17.968335210667362
50.0,1,962.4163691167655,455.79016937792665,9.04613328060162
50.0,2,1416.360588390824,422.6836616964254,70.87386759862773
50.0,4,1296.9247165812528,372.4658651934226,17.639985279906014
50.0,5,1611.0084711259756,349.4535322632062,52.014886008120854
50.0,7,1782.3899890478756,403.92920472753775,73.02969971591898
50.0,8,1064.370789332254,513.940070530219,44.2815085672758
50.0,9,1773.9103446934678,464.5482583787927,32.20501296640588
50.0,14,1481.2690424905982,350.2488690171332,218.4449342065078
50.0,15,1774.3851318604648,523.0981664932414,54.33220773397637
50.0,23,960.2199969247024,525.9014007461477,3.625516098867695
51.0,1,962.700028352938,455.3942887142545,14.610463918778223
51.0,2,1416.2616090782378,420.37578134895824,69.30005586066086
51.0,4,1297.7769148109003,372.4279944642696,25.59117842669136
51.0,5,1621.0470572830202,348.9788733732505,301.49404933563727
51.0,7,1788.2950194263353,408.41600451837627,222.4874839631229
51.0,8,1065.0069324101146,513.661719742846,20.831261572624147
51.0,9,1774.7712189632512,464.3518308872332,26.489987561980655
51.0,14,1485.4357697820178,348.9696718757549,130.75995366630616
51.0,15,1775.5273372154147,522.0305608397216,46.903874188315854
51.0,23,960.6171713682027,526.0709231231169,12.955185733007882
52.0,1,962.8448036407651,455.4587419518998,4.754229004532631
52.0,2,1424.0228277439664,416.15652359457624,265.01846361650024
52.0,4,1298.1665939423776,372.59058480714026,12.667158347212943
52.0,5,1624.5696951932964,350.9866461817468,121.63928866820525
52.0,7,1787.2803533399097,411.40274311506323,94.63159747512351
52.0,8,1064.5043169778178,514.7167031743732,35.05782483585844
52.0,9,1774.9957948709439,465.05975504828274,22.2807508962863
52.0,14,1491.2292943872799,350.63939822973043,180.88013186650338
52.0,15,1776.7109136135168,521.5532773692482,38.285602270283114
52.0,23,960.9097223249757,526.0920018187525,8.799280444825493
53.0,1,963.0444109659537,455.30616494443643,7.537277010159746
53.0,2,1427.3259294429529,412.88268662598506,139.51931908407977
53.0,4,1298.7034998795011,372.76586834694405,16.94382112099101
53.0,5,1627.511304267851,353.15173405490873,109.57464351488329
53.0,7,1787.465188442027,412.3323825909337,28.43508770980592
53.0,8,1064.5175838625728,515.7075309772874,29.727498561654016
53.0,9,1775.0978972542116,465.2874923020061,7.487338516600699
53.0,14,1493.2871171287336,350.9425535797768,62.40099231066171
53.0,15,1777.4111238493497,520.0362606379579,50.12455210415367
53.0,23,960.8834426821559,525.8843843754953,6.278221096317282
54.0,1,962.7602722164723,455.12461044281724,10.115689764594741
54.0,2,1430.8624108694448,409.88078927306685,139.16278143829211
54.0,4,1298.6000975134257,373.09100397960106,10.235463157080192
54.0,5,1633.0587847852019,356.0842660876733,188.24679490556844
54.0,7,1787.5973171099238,412.39965778758074,4.448094341136611
54.0,8,1063.7906586641084,515.3138252946666,24.800846110998673
54.0,9,1775.3690886851014,465.6834318739431,14.397279018353245
54.0,14,1498.8651459617433,351.22596404598767,167.55672006464337
54.0,15,1778.1956380220035,520.1864170397135,23.96264778514055
54.0,23,960.7728434767433,525.765397976872,4.8734949026036505
55.0,1,962.83284193234,455.16376063285634,2.4736998478164316
55.0,2,1435.9007237946494,406.7154198206828,178.50418709972084
55.0,4,1298.5947013536825,373.16566629209433,2.245711803000512
55.0,5,1636.3632990934377,357.74903604094715,111.00516397714583
55.0,7,1787.1938628690266,412.58272835971877,13.291393568500936
55.0,8,1064.8666761065892,518.5871523916795,103.36941248989503
